id,value
id_0,28.16417222724241
id_1,62.99572220964621
id_2,20.264968186565273
id_3,29.463077923686914
id_4,12.036730764677694
id_5,29.465949354380854
id_6,40.798528912539005
id_7,17.782498818813707
id_8,51.5280068954892
id_9,33.67358783605102
id_10,40.26051307305744
id_11,59.30422871524565
id_12,41.8374544598803
id_13,32.964092491090206
id_14,28.472860412765375
id_15,12.464200543448829
id_16,57.596284536581805
id_17,21.304888791221668
id_18,13.959599067111798
id_19,16.959837723938396
id_20,14.043319771611468
id_21,26.411765959917886
id_22,38.0906298510416
id_23,7.200198093931223
id_24,63.34007626205911
id_25,46.356006340525774
id_26,27.94054150976413
id_27,8.979651208477616
id_28,29.08511352133836
id_29,35.964084096503626
id_30,15.32639616816651
id_31,11.315921921562607
id_32,15.795321154830102
id_33,4.881059697362998
id_34,17.656355795000337
id_35,46.10082127215002
id_36,23.00808859513146
id_37,31.971107705281078
id_38,8.267731232664268
id_39,62.35373472103383
id_40,45.268258400824394
id_41,21.2659424216716
id_42,53.53530543238695
id_43,17.97956764936172
id_44,46.24471103482975
id_45,55.69693079895987
id_46,67.40543553788672
id_47,40.01054598036386
id_48,52.98181065912851
id_49,39.51864025657098
id_50,32.86908843766661
id_51,21.06828589705541
id_52,50.62072091470577
id_53,28.96460465130077
id_54,37.79144675232264
id_55,43.004340540169494
id_56,26.562442731387716
id_57,20.175590663258806
id_58,42.28756810746471
id_59,36.287954763355415
id_60,11.077668945109297
id_61,28.208192731174865
id_62,29.75242066180641
id_63,50.26126412962402
id_64,50.559855965031325
id_65,28.20969741730615
id_66,41.37880808369151
id_67,55.57810987597321
id_68,27.762214240424672
id_69,39.56474074343866
id_70,67.06631241185481
id_71,58.693250202989184
id_72,41.919549658278456
id_73,10.838949603293788
id_74,9.829630365659781
id_75,35.57472794609431
id_76,61.799909200692504
id_77,4.132328432709235
id_78,51.69637703562517
id_79,43.063419374505
id_80,7.29824515887131
id_81,20.844167191568456
id_82,38.109542995402606
id_83,37.938639706120334
id_84,7.2839836233237
id_85,3.9521006393994305
id_86,16.333978676496365
id_87,9.34969488301213
id_88,35.85720936475143
id_89,8.595507146218832
id_90,33.481607303154384
id_91,12.20748862146103
id_92,12.25523539449863
id_93,10.141885322981775
id_94,35.35017832056196
id_95,14.394810139425486
id_96,13.918222344802446
id_97,6.133172671084104
id_98,10.836121732516792
id_99,12.67034088032078
id_100,11.231719352603745
id_101,19.931233244657104
id_102,7.589582014632255
id_103,4.834890344210698
id_104,16.982185388212518
id_105,35.98435782271185
id_106,24.73456969026985
id_107,9.9623215664567
id_108,21.32728383120826
id_109,20.07181050472978
id_110,9.810259691107722
id_111,11.859099347115254
id_112,14.38562225655014
id_113,24.741143655125978
id_114,52.41053378664973
id_115,14.457308015726207
id_116,33.382811320398424
id_117,40.20856919715172
id_118,24.48097126029663
id_119,2.7803693194643766
id_120,21.386026099094263
id_121,10.233611722327675
id_122,15.535530519829058
id_123,12.292812465673634
id_124,5.100215033918228
id_125,27.143328773905804
id_126,25.57953525223594
id_127,11.303954972836467
id_128,15.186906651352563
id_129,17.333748307055345
id_130,-2.510153575027436
id_131,34.83109704726808
id_132,13.784468841939194
id_133,29.97693867280991
id_134,25.59693000678212
id_135,23.236817529735752
id_136,11.093194521882856
id_137,22.224438877842758
id_138,81.1862477722095
id_139,72.84273088200989
id_140,31.83025290041699
id_141,17.05107564300089
id_142,24.540051693426168
id_143,7.664940069725713
id_144,15.751106417865117
id_145,9.246706282368516
id_146,26.324655004091994
id_147,6.792013922350294
id_148,9.271160631783875
id_149,15.615124725937283
id_150,45.64039057094287
id_151,12.868649506542571
id_152,21.74191324380671
id_153,13.124884233634884
id_154,18.36284103300743
id_155,26.735466180781245
id_156,16.24079016081211
id_157,37.380167953216045
id_158,2.668052310034031
id_159,17.178638099478817
id_160,40.194805280648026
id_161,19.49496016406663
id_162,52.9291101390219
id_163,18.963289187411885
id_164,39.75908128741514
id_165,26.559913918454782
id_166,18.37890787578595
id_167,15.34980385979046
id_168,71.56935270031667
id_169,16.91204056113624
id_170,17.247553659712715
id_171,70.77633400171142
id_172,26.097786864845283
id_173,2.8710811081469343
id_174,25.547383025489115
id_175,-6.3456121295408225
id_176,8.101131947338116
id_177,15.38585992765044
id_178,21.90404679214025
id_179,17.98217306141812
id_180,43.630989440881535
id_181,36.71343575424558
id_182,33.93633859396601
id_183,14.470605669939902
id_184,6.650845804296246
id_185,43.073812505572164
id_186,35.521955193721
id_187,32.78452947698495
id_188,11.32062545819059
id_189,22.66439649784985
id_190,13.087624662058635
id_191,13.800087401095801
id_192,31.83086249795713
id_193,83.91972881308168
id_194,34.02895688332048
id_195,10.739269609257423
id_196,62.552361461593485
id_197,19.31361750759193
id_198,18.980424186373845
id_199,22.29249594631076
id_200,131.81738760188654
id_201,26.51424318941383
id_202,62.06225671184229
id_203,4.130956695407505
id_204,64.85877470563345
id_205,32.6424258325742
id_206,14.262080759006663
id_207,16.886049882477938
id_208,66.95053621793224
id_209,12.832189853728089
id_210,35.67155753521468
id_211,73.2425066184035
id_212,25.050272431309867
id_213,132.13056267455724
id_214,40.88803043366878
id_215,86.74830495921043
id_216,91.97474258229211
id_217,73.88260099697278
id_218,34.18604187043278
id_219,25.921592480311983
id_220,32.560089515045895
id_221,59.05310631610213
id_222,28.546921094106917
id_223,43.650237468042654
id_224,51.35775185397463
id_225,6.137046556941043
id_226,4.634729258561852
id_227,73.98200749502512
id_228,25.115490279334132
id_229,-1.0505581310629422
id_230,40.285366487335494
id_231,13.56856668578193
id_232,21.01253750717452
id_233,3.9234556408549204
id_234,16.636451463958412
id_235,20.84500085270955
id_236,14.812043537814896
id_237,-0.46810319213114543
id_238,28.63014596249227
id_239,2.33707984545284
